latitude,longitude,blk_no,postal_code,address,cbd_dist,min_dist_mrt
1.3738735,103.84593846951611,729,560729,729 ANG MO KIO AVE 6,10066.02605972734,578.8253997263836
1.36411805,103.8475392268262,315,562315,315B ANG MO KIO ST 31,8979.377175833913,467.81158152926
1.3695505,103.8465557939056,700,563700,700C ANG MO KIO AVE 6,9584.8633496724,335.3484426979909
1.3338653,103.91821965904623,620,470620,620 BEDOK RESERVOIR RD,9332.731643912577,201.94718891183845
1.32104825,103.9386564001949,38,460038,38 BEDOK STH RD,10593.260748154096,961.849178558527
1.3210368,103.9347053,,460018,18 BEDOK STH RD,10190.679594756833,596.0507693723962
1.3355375,103.92216215797038,709,470709,709 BEDOK RESERVOIR RD,9794.9935080518,470.43950099932044
1.3371143,103.9199923,,470703,703 BEDOK RESERVOIR RD,9708.115110321278,526.6648431379135
1.32792105,103.92576412895514,42,461042,42 CHAI CHEE ST,9661.763651752124,660.0844944061535
1.32876035,103.90960513283085,103,470103,103 BEDOK RESERVOIR RD,8228.478450590295,931.0847648386324
1.3318556,103.91316275046205,608,470608,608 BEDOK RESERVOIR RD,8751.20222014101,686.2536278464338
1.3250091,103.9246452,,460030,40 CHAI CHEE AVE,9391.819300571966,630.4005016847005
1.3212585,103.9332190782861,2,460002,2 BEDOK STH AVE 1,10050.54665829593,449.4706893381623
1.32505255,103.93439236650943,221,462221,221B BEDOK CTRL,10350.6935117546,479.7757092216501
1.3253042000000002,103.93333240254185,219,461219,219A BEDOK CTRL,10258.098643813937,376.6169329333991
1.33314205,103.91170403795712,131,470131,131 BEDOK RESERVOIR RD,8713.877813705001,849.8809740265955
1.3348851000000002,103.91173421423875,147,470147,147 BEDOK RESERVOIR RD,8840.316377966385,886.1866263119625
1.32203725,103.93833085095972,34,460034,34 BEDOK STH AVE 2,10604.061624339012,928.2102196691384
1.32220445,103.93503778560873,6,460006,6 BEDOK STH AVE 2,10278.178803237059,571.2717994329637
1.32189705,103.93983038506616,37,460037,37 BEDOK STH AVE 2,10750.496981727716,950.1508225952032
1.32231235,103.93977340417518,35,460035,35 BEDOK STH AVE 2,10763.149190438608,927.3295491138317
1.337127,103.9284145827755,724,470724,724 BEDOK RESERVOIR RD,10462.989426871925,692.3591705733651
1.3365215,103.93798236744894,772,470772,772 BEDOK RESERVOIR VIEW,11317.578949498899,1374.5857517483053
1.3365429999999998,103.93677667899999,774,470774,774 BEDOK RESERVOIR VIEW,11204.68012488069,1353.856117555577
1.3356675500000001,103.937330142789,768,470768,768 BEDOK RESERVOIR VIEW,11206.412971283808,1381.2214564076414
1.33105705,103.91524226298515,611,470611,611 BEDOK RESERVOIR RD,8881.304503153864,475.9847755993161
1.3293925,103.91174430354128,602,470602,602 BEDOK RESERVOIR RD,8459.691268664525,904.8546710473095
1.32851935,103.90995386983747,101,470101,101 BEDOK RESERVOIR RD,8242.819663885111,891.5688770176922
1.32432535,103.92213670177534,804,460804,804 CHAI CHEE RD,9112.077735421426,899.9718464638535
1.3342316,103.90613509785102,659,410660,659 JLN TENAGA,8326.675888461781,516.4962372414841
1.3205917500000002,103.94458996581072,172,460172,172 BEDOK STH RD,11183.511279393679,550.5921289580317
1.31849105,103.94384629895677,66,460066,66 BEDOK STH AVE 3,11021.895900979112,640.5319265662536
1.3259216500000002,103.91076591028785,103,410103,103 LENGKONG TIGA,8143.899752240954,591.7375028782575
1.3189737,103.94405685,67,460067,67 BEDOK STH AVE 3,11062.872067341854,607.9226943256582
1.33054955,103.90996142663552,114,470114,114 BEDOK RESERVOIR RD,8382.437424309972,1059.843181090993
1.3217892500000001,103.93641385448154,10,463010,10D BEDOK STH AVE 2,10398.214378682613,730.9321005320297
1.3341018,103.9149474,,470629,629 BEDOK RESERVOIR RD,9061.069732509595,520.133404212041
1.3257831,103.90975001517054,104,410104,104 LENGKONG TIGA,8043.272972910266,633.2336580946615
1.3505014,103.83754580422493,308,570308,308 SHUNFU RD,7619.300314356376,293.6686041190171
1.3566208999999998,103.842252371939,271,570275,271 BISHAN ST 24,8202.657075481678,913.5141367857279
1.34643375,103.8479210231111,107,570107,107 BISHAN ST 12,7024.251247253904,504.7244881698162
1.3603922499999999,103.84479566826298,239,570284,239 BISHAN ST 22,8588.198161674669,592.1235960627806
1.3586752500000001,103.84206877218566,264,570269,264 BISHAN ST 24,8430.610231454182,753.318549808971
1.3478693499999999,103.85354357087631,177,570177,177 BISHAN ST 13,7177.26383901106,682.0185058051356
1.3573919,103.84472228679755,281,570288,281 BISHAN ST 24,8258.382593544095,810.137985530786
1.3472366,103.84881010309562,113,570113,113 BISHAN ST 12,7108.356213206247,419.1546530203121
1.35811065,103.8471016130488,227,570227,227 BISHAN ST 23,8318.482522900596,798.2080565711886
1.3481372999999999,103.85582413074226,167,570167,167 BISHAN ST 13,7220.124694106314,899.3166119113083
1.34694555,103.84868218313395,112,570112,112 BISHAN ST 12,7076.769750492891,449.2827082549355
1.3618263499999999,103.8442928237037,251,570284,251 BISHAN ST 22,8751.028829122952,425.480319389251
1.3495664500000002,103.83918743465611,302,570302,302 SHUNFU RD,7482.994934735705,108.80560640804019
1.35665565,103.84490823113958,289,570289,289 BISHAN ST 24,8175.468949020324,729.2286372415927
1.3613719999999998,103.84327360162757,248,570284,248 BISHAN ST 22,8711.888817122961,470.26434457429895
1.3508422,103.83878627984174,310,570310,310 SHUNFU RD,7629.817869458994,256.4836947673713
1.3582225,103.8318362,447,573960,447 BRIGHT HILL DR,8595.146460965288,403.3766072536546
1.3566812499999998,103.84945915902028,217,570212,217 BISHAN ST 23,8149.869612503373,643.8612656375349
1.3460976,103.85046513297596,128,570128,128 BISHAN ST 12,6977.6269362520725,593.8511265101176
1.3504683000000002,103.85247429834509,183,570183,183 BISHAN ST 13,7461.442575067412,473.0273957077759
1.3489821000000002,103.85131558826816,192,570192,192 BISHAN ST 13,7295.961781776863,406.327692173551
1.3564943,103.84806592328593,212,570212,212 BISHAN ST 23,8134.588682607783,609.454401809894
1.35517855,103.84688240431143,201,570201,201 BISHAN ST 23,7996.261313086207,488.12200689056385
1.3633584,103.833344,,570410,450 SIN MING AVE,9107.553407383553,398.67417280683634
2.6698309,101.5531942,,42800,28 JLN KLINIK,298130.05003325106,274486.588314829
1.2731191,103.823319,,099840,48 LOWER DELTA RD,3300.1672876004386,717.775483003923
1.27866735,103.81924021016684,5,090008,5 TELOK BLANGAH CRES,3600.0137349984016,1216.4173939866776
2.8575908,101.4398652,,42960,26 JLN KLINIK,319807.41690923134,296436.497049525
1.2760851999999998,103.81220033292615,60,100060,60 TELOK BLANGAH HTS,4418.140926197024,625.655441517421
1.2803229,103.82927305,130,161121,130 KIM TIAN RD,2469.227692831549,607.4781912535794
1.2885496,103.82729473441896,38,160040,38 BEO CRES,2741.1550763762843,262.2151723115311
1.2744195,103.83972925747867,11,080011,11 CANTONMENT CL,1599.514720617887,331.0821682280658
1.27396905,103.80881603275515,77,100077,77 TELOK BLANGAH DR,4832.42708169897,340.43447500112916
1.27397095,103.8122757391163,55,100055,55 TELOK BLANGAH DR,4456.363479814145,434.7144485796521
1.2822391,103.82511443574904,26,161026,26D JLN MEMBINA,2915.452498014363,494.97778378910834
1.2827182499999998,103.82524533872012,26,161026,26C JLN MEMBINA,2899.8368725831288,441.60069927434654
1.28544075,103.83083475000001,27,163028,27 LIM LIAK ST,2293.547095728393,409.92497608364056
1.2853913,103.83039962291882,29,163028,29 LIM LIAK ST,2341.019750579295,363.8683039898445
1.2841014,103.8319544,,169715,46 SENG POH RD,2156.447353563476,517.2202749995229
1.2753467,103.81360834982058,59,100059,59 TELOK BLANGAH HTS,4279.288629681395,646.9847143154958
1.2890892,103.81372377706106,54,150054,54 LENGKOK BAHRU,4235.7761025627415,344.3556712320255
1.2805745499999999,103.81118702746147,106,109754,106A DEPOT RD,4472.294528560412,1069.4609231232068
1.28899655,103.81314399707793,53,150053,53 LENGKOK BAHRU,4297.9002163899895,409.67394479210424
1.2774776,103.8206308605428,14,090008,14 TELOK BLANGAH CRES,3467.4189401220715,1033.541134693869
1.27359385,103.81204234243569,54,100054,54 TELOK BLANGAH DR,4491.155467529784,386.33683056150096
1.28162295,103.80771280869948,112,109708,112B DEPOT RD,4853.286141966402,1157.5489421418924
1.2855982,103.8257872397711,20,164018,20 JLN MEMBINA,2853.8565292064163,172.45207310806967
1.28293415,103.82801552453225,120,160120,120 KIM TIAN PL,2591.380737123925,369.44836460131853
50.8577974,-0.1655135,,15,70 REDHILL CL,10878094.176538846,10858335.598868078
53.0052462,-1.1121966369897298,68,58,68 REDHILL CL,10890257.811196953,10871094.947802888
50.8577974,-0.1655135,,15,69 REDHILL CL,10878094.176538846,10858335.598868078
1.2850719000000002,103.8258053040349,21,164018,21 JLN MEMBINA,2846.582925835606,199.91267585132564
1.2864563,103.8312372,,163028,8A BOON TIONG RD,2265.294682634597,339.8605596534875
1.28223555,103.82462402019462,27,161026,27A JLN MEMBINA,2970.0205543291154,523.4185235401491
1.2864563,103.8312372,,163028,2A BOON TIONG RD,2265.294682634597,339.8605596534875
1.2883538,103.8124674,,150052,50 HOY FATT RD,4362.101813741807,499.5308242539814
1.2806748,103.81082502879838,106,109754,106B DEPOT RD,4511.86481644539,1074.9574669935234
-39.6638493,176.8699079,95,4130,95 HAVELOCK RD,8656146.312079526,8649698.497843988
1.2873461000000002,103.81948274401621,82,150082,82 REDHILL LANE,3573.4573682500163,395.0941960974556
1.281062,103.82747521721166,119,160111,119B KIM TIAN RD,2660.148736915099,566.5226081406092
1.2890272,103.81637873897068,,153075,75C REDHILL RD,3943.1731308444046,81.1727110916471
1.2826888,103.82855594505494,121,160121,121 KIM TIAN PL,2531.460160501702,413.3942052115506
1.2864563,103.8312372,,163028,2C BOON TIONG RD,2265.294682634597,339.8605596534875
1.377477,103.7678321,,670143,109 GANGSA RD,13979.375294602572,529.4587776958244
1.3765433,103.76770589690008,142,670142,142 PETIR RD,13911.780088018362,535.1930862782481
1.38030165,103.77393605036882,251,670256,251 BANGKIT RD,13779.961667709671,1234.972420643665
1.3827072,103.76776857714611,409,670414,409 SAUJANA RD,14421.232769884087,742.3257410146841
1.37394115,103.77506165,208,670213,208 PETIR RD,13157.005095730057,1261.0585516302565
1.3829061999999999,103.76826647169179,412,670414,412 SAUJANA RD,14402.447484057058,797.2148656139736
41.73153162562551,-73.40723036750478,466,06785,466 SEGAR RD,15232311.209876684,15213649.689949034
1.3770748,103.7674043,,670143,140 PETIR RD,13977.928766003917,488.57294062396556
1.3775331,103.77070545000001,123,670123,123 PENDING RD,13773.67034769422,848.0473981738345
1.3843071,103.7703843,,670421,402 FAJAR RD,14372.770629619883,1075.7764329287006
1.3736739,103.77489856172781,207,670213,207 PETIR RD,13146.165313639929,1232.5927872492894
1.3849261,103.7668206,,671524,520 JELAPANG RD,14677.016780097963,878.9299121736781
1.3849261,103.7668206,,671524,523 JELAPANG RD,14677.016780097963,878.9299121736781
1.3812144,103.7717036,,670443,404 FAJAR RD,14014.606322630672,1025.077355549253
1.3866250500000001,103.76016854804129,631,670631,631 SENJA RD,15302.05349166828,1016.4143767225045
1.38652985,103.75918248358039,629,670629,629 SENJA RD,15367.162791078263,1047.1150847935678
1.3835523,103.7699899325662,440,670440,440 FAJAR RD,14335.480960465176,988.4548027476321
1.37285105,103.77521355671236,204,670213,204 PETIR RD,13054.139132276005,1232.9085472913634
1.3882705,103.7682503,,670547,506 JELAPANG RD,14863.40325343629,1280.5148815651946
1.3770748,103.7674043,,670143,136 PETIR RD,13977.928766003917,488.57294062396556
1.3873601500000001,103.76372463693082,652,677741,652 SENJA LINK,15104.678548699745,1046.4710926009698
1.3879007,103.764815,,677741,656 SENJA RD,15072.615535130777,1120.369912994276
1.3882705,103.7682503,,670547,507 JELAPANG RD,14863.40325343629,1280.5148815651946
1.3856464000000002,103.76027434007437,625,670625,625 SENJA RD,15213.349761053663,910.4362847833941
1.3863528999999999,103.7621685946184,623,670642,623 SENJA RD,15132.705895641448,938.4204524072994
1.38340395,103.76123717387384,610,677742,610 SENJA RD,14957.251773255724,640.9163544761182
1.3855396,103.75951504593803,627,670627,627 SENJA RD,15260.971549857913,932.2192513070785
1.385485,103.75989648511857,626,670626,626 SENJA RD,15228.097523989589,909.3257048258313
1.3829104,103.76137007925317,608,677742,608 SENJA RD,14906.854560375066,584.4992805362504
1.3788965,103.7636006,,677743,182 JELEBU RD,14411.719637340993,122.01806044971138
1.3855866,103.7587002,,670627,606 SENJA RD,15325.663694310753,978.9245330198405
41.73226540249528,-73.40639305570635,478,06785,478 SEGAR RD,15232225.064072508,15213563.452103587
